timestamp, solar_power, battery_power, grid_power
2026-06-18 23:42:24,0.0,608.0,-21.0
2026-06-18 23:43:09,0.0,1063.44,-22.0
2026-06-18 23:43:30,0.0,1063.44,-22.0
2026-06-18 23:44:45,0.0,1102.87,-2.0
